q_a,label
if you had the choice would you like to be human or a demi god .,0
im leaving soon to go to a show but when i come do you wanna .,0
okay okay :)are youh... do you like girls for fuck .,1
are you gay .,1
rofl xd are then let me suck it .,1
she sucks. she can go fuck herself. xd,1
so are you going to tell her that you want her pussy,1
soo maurice ;))) boom boom fuck in my humble abode oare your house . ;),1
sureee. i'll come now. =p get ready. ahahha ;d jk:p,0
what does a banana remind you of .,0
yeah sorry i was in a wierd mood then haha =p oh your bio says you love dirty questions hm ok then heres one you ever fucked a guy . ='),1
you are the most ugliest plague. :p,1
you are virgin ! right .,1
you know you would like having your hairy ass licked bet you even got hard reading about it so how about it is it hairy,1
your wrong about my age but i will give you 50 minutes of hard sex me in your ass dont lie you know you want it,1
i was told by a classmate yesterday that i wont succeed because i only attend night school. apparently my cna certifaction is bullshit. xd your thoughts . (long answers please),0
a good friend of yours recently got with a controlling bf/gf. their bf/gf doesn't want them spending time with you and forbids them to see or talk to you and your friend agrees to not talk to you. how do you react . what do you do . d:,0
after today i will no longer be doing any profile pic reading so don't even bother asking.,0
ahh fair enough :( what time isit there now then .,0
are any of your parents addicts . of what .,1
are you a bisexy .,1
are you good at impersonating people . i personally suck but i think you do it. x),1
circumcised oare youncircumcised.u want to suck .,1
could you love someone that had opposite opinions from you .,0
describe yourself in less than eight words.,0
do you like it when girls play w/ ur balls .,1
do you likee hot pussy or wet pussy . ha,1
do you ever have those moments in school/at work where you are so sleepy you canu2019t keep your eyes open and as much as you try they keep fluttering closed . if so how do you manage to keep yourself awake .,0
do you have a favorite word you always seem to use . how often do you use it .,0
do you know how many people your mom has slept with .,1
do you like having sex under or over the sheets .,1
do you like having sex w/ the lights on or off .,1
do you like oral sex or sex better .,1
do you like tight pusssayys,1
do you think it is acceptable behavior if you are in a serious relationship to comment on pictures of the opposite sex on facebook/myspace and tell them how hot they look . why or why not .,0
do you watch porn . do you type in a certain thing in the search bar when you are looking at porn . what do you type in .,1
does anyone know this buisness with the pope . apparently he was begging for forgiveness lol.. what did he do .,0
does berlesque dancing interest you more than stripping does .,1
don't fuck me.,1
done if you receive this im still following you (:,0
have you ever hooked up with the same sex . how far did you go with them . would you do it again .,1
have you ever thought about the reason your living . i mean i have but i never know..its kinda confusing if you think about it.,0
have you/your gf ever had a pregnancy scare after fuck . what was the first thing that came to your mind .,1
havee you ever wantedd to start a bandd .,0
hey ! i get way too many questions a day. if you spam more than 5 questions a day please remove me from your list but i will still spam you if you want. if you don't want me spamming you just tell me nicely in my inbox. thanks.,0
how big is ur dick .,1
how big is you dick {if you are a dude} . bra size {if you are a chick},1
how can you be a dirty slut . ):,1
how old was you wen you 1st had sex .,1
how would you rate your sex skills on a scale of 1-10 .,1
i have a headache .,0
i just had a headache oes that ever happen to you or am i freak . [answer nicely to this one yeah] :d,0
i want to fuck you. are you a blondie .,1
if you could be best friends with any hollywood starlet who would it be and why .,0
if you are in a really heated make-out session with a crush/bf/gf and right before you have sex [if you are a virgin imagine you are ready to do it] you both suddenly realize you are out of condoms do you go through with the sex . why or why not .,1
u are nasty bitch,1
imagine you are walking through a forest you see a stream and a fallen tree so you sit on the tree and look out at the stream. what season did you imagine it was . did you imagine any animals . can you describe what you saw .,0
is it better that your bf/gf care too much or not at all .,1
like what do you want to be known for .,0
lol ur a pedophile ! ! ur as old as my step dad,1
my tummy is telling me its hungry.... what should i eat . [i know it sounds like im always hungry but i do rarely eat] :d,0
okay i added some people who want would love to fuck u,1
are you a boy or girl . you look bitch,1
are you a drty slut .,1
r u a prostitute . or did u buy one .,1
real outlaw . nice(: bad .,0
who's team are you on . ;d,0
soo ur bi o homo .,1
spam me please . ! (: will return the favor with the same amount you ask me !,0
spam/.,0
wasssup i'm co a.f ask me shit sometime (:,1
we have all had teachers in our life. what is the weirdest thing you have ever seen a teacher do . you can share a story or just leave a one word reply like most people do lmao.,0
what do you think the most common sexual fetish it .,1
what do you think the weirdest sexual fetish it .,1
what is a sex toy that you want to try .,1
whatg do you think to fakes .,1
whats the nicest thing youve done for a female .,0
when .,0
when caught early the embryo isn't much different than a guy blowing his load killing all those sperm that could have been innocent babies. it's not a life embryos are not human,0
when you look mee whats the firsst thing that comess to mindd .,0
who can you talk to about anything . like sex/ or other personal topics that you cant with others .,0
why can't we poop and pee at the same time .,0
why do guys tend to ask you for dirty questions . haha,1
would you rather be a giant or a tiny human being . why .,0
would you say that you are a ugly person .,0
would your rather cheat or be cheated on .,0
you might think im evil but you are the evil,1
you're a bushwhacking alchy piece of shit scrub.,1
your 44 years old . :o ! dumbass pedifile.:d,1
if i told you den it would make it all the less fun<br>,0
i like too many songs to have a favorite,0
</3 . haha jk ! <33,0
really . ! . ! thanks . ! haha,0
rawr,0
sure ! like tell me wht you wnna know . ! like wht do you use . !,0
emma hahahahah :d i misssed yuhhh 222222 <33333,0
night 4shuree ! !,0
alreadi answrd,0
yes veryy trustin person ! ! ! may i help yuh: !,0
ahaha ! ! ! yess of course aint that rite truace . ! . ! haha he so awesome tho ! bck off lol jk,0
listener definitely chuz i get cut off alot so i just listen or ignore pplz !,0
hahaha yup ! bhut not lookin 4 a man rite atm chuz dey 2much drama !,0
hahahahhaahhaha:d ikrr im a slow american wht more can i say lmfaoo ! ! hahaha <333 aww ! hahaha,0
lmaoo ! ! ! !,0
hahah(: thanks !,0
hahaha... i dont sing ! ! lol ! so srry ! im horrible. btw i dedicate smile 2 yuh ! its playing ! !,0
dogs ! im allergic 2 cats=,0
chocolate ! bahah !,0
ah ! ! ;) wow 5yrs ! man its a gorgeous language ! i love it ! ! this is my first year learnin it ! haha newbie !,0
well sortaa ! i just got 2 wtch thee charice part ! shes awesome <3 hbu . !,0
yes of course i do... its called eternity with god in heaven ! <3,0
yes bhut i think luck is blessing from god actually ! in my opinion !,0
if god created them then hellz yes !,0
hahaha bitch i bring it lmao ! kinda i think lmao ! i hve some black in me so yes haha,0
nope ;/ bhut not having a bf doesnt mean the world ends;] i guess im waiting 4 the 1 ya kno . hbu mamas . !,0
i have 2 actually ! justin bieber (ofcourse) ;; scipio mondai !,0
actually i do ! ! ! just my whole experience with this fake a$$ friend ! ! </3,0
yuppers ! nose and cartilage piercings(;,0
hahaha. strange ! :s,0
yes i love atl ! ! great place 2 live wish i lived there ! ;d,0
omg no way ! ! ! 10 is actually small ! ! ! don't change thee way you look 4 anyone ! ! ! bhut yourslf. kay . !,0
fuck yes i think i am ! haha,0
aw man you just reminded me ! i wtch it sometimes bhut i love big mike ! pplz are really wrong about letting katie go ! ! argh . .,0
hell yes ! lots of them and thats including yuh ! <3,0
:d thank you gurl/boy . i really appreciate it ! <33,0
atm rue 21;d or forever21 <3,0
meowl . ;d if thts a word haha<3,0
idk hoe get cha own cup of blackberry with a hint of lemon ice tea. dayumm ! hahah jk brooke .,0
off courrsee dudee hahahahaha ! ! ! ! awh lol ! i think i love it 2 chuz im in it lol ! ! ! ! jk ! i love yuh ! !,0
lmfao ! haha ! nahh its my badd;),0
pfftt ! ! nah i hve never been outta this country ! ! argh ! hve yuh . ! haha,0
lmao ! ! kk lemme get my ass off this toliet seat then ill check ! ! mwahah ! ! jk,0
omg ! ! ! ! ! tell me ! ! ! ! ughh gr rawrr bianca . lmao ! idkk tell me !,0
mary . ! lol hahahaha,0
mwahaha ! ! ! sweet thang ! i love it ! !,0
uhhh ! ! ! ! omg ! taquisha . lol !,0
hahaha.. yup ! (: its my job,0
nope:[ i wish bhut hey i might someday rite haha..hbu . !,0
haha nahh ive just fractured some thumbs bhut itz all good lol,0
hahah ohkay . !,0
yup yup ! ! :p,0
haha ! ! it is haha lol ! ! man i hvnt even gotten 2 that part yet ! fml hah,0
nicee !,0
hey hows yah momma . !,0
ahahaha ! ! ! (: it wuzz funn ! (: lmao<3,0
hahaha ! ! ! ohh cool wait are yuh thee april on twitter . ! april2 . haha yay ! we beasts you ! haa,0
awwh ! ! ! thank yuh jacob ur really nice ! ! ! might be my new bestie <33 thank yuh so much !,0
heyy marribi ! ! lmao ! iloveyuh mucho moe ! ! ! ;) are yuh goin tmrw . !,0
im doing good thankyuh ! ! ! hey hbu . !,0
heyy ghur ! ! ! wuzz upp ! ! haha nuttin much just busyy ! ! hbu ma .,0
heyy :d,0
umm.. i think 2 bhut english is my first ! im learnin french ! ;d hbu . !,0
hm...personal . root word.. lol umm probss... bubbly nice honest(sumtyms),0
myself bubbly funny .,0
iloveyou ! thanks alot ! bhut its alot 2 keep up wit ! wanna trade haha !,0
no no no ! i love you more<333 ;d haha ! !,0
ifuckinloveyou ! ! ! <33 xox ha !,0
omg ! really . ! cool thats so awesome ! yeah i wanna learn more languages bhut french is already enuff 2 deal wit ! ha,0
oh thats wht i think too ! dnt be sorry hahaha ! silly goose,0
hahah ! ! ohhkayy . ! . ! lol wht do you call a deer with no eyes . i have no ideer ! haha classic umm i suck at this haha,0
idk ! ! ! god . ! not understndin this . srry its like 3am hah,0
oh snap ! ! i would actually hug him first off ahah and say nigga where my weed go . hahaha jkjkjk i love him ! ! he is doin a great job !,0
are you a lonely boy .,0
basketball<3,0
justin bieber's bday parrtayy ! haha,0
keeping up with the kardashians ! or kendra ! my fav shows atm ! :d,0
errmm...harry potter . lol,0
thats a hard 1 . . . *thinkin* maybe bustin jieber . i think ! haha,0
justin bieber or channing tatum ! haha yumm !,0
michael jacko and subway ! doh !,0
put my towels back on the fckn rack ! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,0
life is never going to be easy.,0
justin bieber.duh. ;; russia ! ;],0
i would so travel thee world visit my overseas besties then shop everywhere ! <3,0
strawberry-banana smoothies from jack in the box ;d yah dig .,0
all thee twilight books chuz she got some good mula baby !,0
my orthodontist docotr hahahaha ! ! ! jkjk or am i lmao !,0
to never sin bhut will never happen ! see im already sinning never say never !,0
up-justin bieber,0
mag i love it !,0
hoe-ishness ! lol um prob. stupid bitches and sin ! i just sinned ! opzz,0
myself ! (:,0
umm... we would go to jack-in-the-box ! haha,0
chocolate;,0
read between these three fingas ! haha,0
justin bieber demi lovato and barack obama babay ! ! :d,0
apple store ! (; need a mac pro !,0
great question ! tithe help people shop !,0
laptop dogs family shoes bed clothes coffee maker oven washer;dryer refridgerator table;chairs pics camera bath tub ! hahahahahahhaha ! ! ! !,0
awhh i love ur earrings !,0
ilovee mary rossee hicks ! ! ! ! lol !,0
ily2 boo !,0
awhh ! yuh so lucky ghurr ! ! ! i bet yuh had a blast ! ; nahh ive never been bhut i would soo want to go ! ;d,0
yesssssssssssssssssssssssssssssssssssssssssss ! ! ! ! 4 the last time ! ! ! ask him http://w.formspring.me/truace,0
hahahaha teachin him how to ur his stickshift mwhahahahahaha ! i llalala love you best frann !,0
uh ! ! ! lmao ! ! u got me lmao ! jkjk we can go on 4 like eva ! lezdoit i love you more than you own momma ! ahha ! !,0
love you more babe<3,0
yoooooo ! ! ! ! ! ! ! ! its late; haha i have church tmrw bhut soon kay . srry:[,0
miley's a hoochie ! bieber all thee way ghurl ! ! or boy ! <33,0
chrisy ! ! . hahahahah chantelle alesha kailee . tori . lmfao iddkkk,0
omfg ! ! ! no wayy ! ! ! ugh brokeee omfg ! ! ! im soo srry lmao lots of pplz are frmh zew zealand ! lmao i fukkin luvv yuhh hahaha !,0
hahah helz yess ! i will mamas ! ! <3 love you !,0
omg ! ! ahh ! ! where he go . damn it he just fell off my window sil ! haha jk !,0
i love justin bieber ! he's a 1000000000+ on a 1-10 scale ha !,0
shut up your prettier ! <33,0
sandals 4suree ;d i wear them in thee winter 2 ! no lie ! haha,0
hhahahahaah ohh noo problem mamas ! ahah me2 im soo exhaustedd *yawn* *ywan* lmao !,0
:) aww ! ! yeahh she is my best friend * raphaela * haha. she is german so i guess thts why ! lmao <3,0
ikrr that wud be awesome ! ! ! i wish ;d,0
texas ! ! ;yuh hun . ! xox,0
ohhkayy ! first of i was playin i mean he is a really nice person dnt kno him like all that ! bhut you should ask him !,0
huh ! . that doesnt make sense guns something ! lmao come again ! . lol,0
um summer bein almost here ! who isnt . haha,0
shh....dnt tell any1 k . haha ! nothing ! mwah !,0
ah ! i love them both but i would go for justin bieber ! ! ! well because i'm older. but i perfer them both !,0
its da shit ! fun stuff,0
my eyes ! they are light brown and beautidul in the sun ! (; thanks god ! oh and my hands ! and ass lol jkjk !,0
thee comp . or cellfonne ! hehe,0
guess ! haha no its the brand name.,0
i cannot listen to that heavy metal ! i like me some rock(oldies) bhut not that scary shit ;d,0
everything really ! ahhaha lovin my hiphop atm ! ester dean is thee shyyt !,0
urgh . . this is difficult to answer haha ! umm prob. fixing computers ! ha yes i said it im like a wiz at fixin comps that myself and mom destroy ! ahaha !,0
the hills ! chuz lauren was thee whole point it was clld thee hills and there is 2much drama ! bhut i still wtch it chuz i love 2 laugh at thee dumb shit ! spencer is a prick btw ! ;0,0
jonas brothers concert 8/13/09 ;d i still love them bhut justin bieber is thee shit !,0
i have many ! 2many actually bhut i guess when i found my lifetime friends ;d,0
the miracle worker,0
this person actually told me this fried i had was not a true friend and she wants me 2 still be this person's friend ! thats a nono !,0
never been 2 1 tht was bad.,0
i can't complain chuz i dnt have or had one ! hahaha soon though ! real soon ! ;,0
life(: haha ! ! umm idk thats hard !,0
1995 haha when i was bornwas my year ! doh ! i didnt have 2 do anything on my own haha,0
ha ! goin to georgia just to see my dad's mother ! ugh i cnt stand her bhut god bless her soul ! long life story ! haha,0
oh good 1 twitter (ofcousre) i love me some twitter peeps ! they tha shit lol,0
idk.. wait whaa . lol,0
me;god eatin chicken wings on his throne <3 ahaha,0
brussel srouts ! yuckie ! bhut i love cabbage and they're mini cabbages ! lmao !,0
my old school shit i wud so throw it away bhut my mom ! urgh,0
the important 1 is love bhut ive given people themselves ! like i let my friends have themselves instead of me ! it helps to see who they are as a person ! very important ! viseversa.,0
hahaha ! wait wht kind of drink ! lol well jackinthebox is like not evn a mile away frmh my house ! so there ! i guess thts wht ur askin lmao ! xp,0
hm....u makin me hungry first of all ! ;; dairy queen ! yumm ! !,0
umm...diary queen . or jackinthebox ! 4 my smoothies of course not ice cream ! mwah,0
virginia,0
haha ! maybe 2days . lol idk,0
wow. this is a hard 1 i dnt think ive had 1 or i have many ! i love my smoothies tho ! yummie !,0
idk... its a month that 4 sure lol,0
a piece of grass .,0
i havent gotten 2 that part ! ! haha,0
wow awesome question....i think my best achievement would be finding who i am thats thee most important ! ! <33,0
umm...messy rooms;,0
something cute and me ! ! haha you kno . well a beamer is my dream car basically ! or a porshe !,0
haha ! staring at my doctor thru sunglasses while he was in my mouth ! hahaha ! ! !,0
my fav song girly ! ! ! is umm.. up ; running by jessicajarrell atm ! but i have lots :) hbu ! .,0
m... root beer ! haha my fav drink eva ! pow,0
actually its cabbage ! ;d,0
pop !,0
crap this is hard haha umm people need inspiration- the last song <33,0
pink roses ! (:,0
pink ; neon green(:,0
;) umm.. a walk to remember ! or the last song ! ugh theirs alot ! haha hbu !,0
pink;neon green ! yeahh buddie,0
umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;d,0
hahaha wht are you tlkn about girl !,0
never;;,0
actually i was that kid who wanted to be by herself so i guess when i grow up im going to be me lol ! hard question 2 answer.,0
u.s.a ! ! ! ;] known as mars ! ! <3,0
haha...when i turn 60 ish ask me this ! lol,0
los angeles ! <33,0
umm... dallas texas ! haha idk im so plain so idk ! mwhaha,0
umm.. long time ago bhut i was like 5 or 6 haha cory !,0
yumm... justin bieber p-diddys son jdoir yum....haha not really a celeb bhut yeah ! ;; channing fckn tatum ! ! haha oh damn ! !,0
ohh mann this is a great . chrissy michelle savannah aj bianca and lotss more + you ! <33,0
umm... barack obama 4 another 4 years ! ilovehim !,0
mh... my second grade teach mrs. caldwell <3,0
prob. me or my seester (robbie) hahaha makes me wanna shit myself everytime she speaks lol,0
urgh no1 yet ! keep hopin though !,0
michael jackson ! haha wait wrong one michael jordon i meant ahah,0
idkk... mwauh ! (:,0
i do not judge gyrls im not bi or a lezzboo ! ! k thanks',0
justinbsource 4 sure lmao !,0
umm... he has a bigga heart than you will ever have so before you start to hate on a 16yr old that you obviously are addicted to get your facts straight kay .,0
umm.. you kno wht wtf ever ! stop hatin !,0
- marryyy ! ! ! ! . / lol ! itss yuhh boo ! ! ! hahaha noo durr suckka ! ! ! nah i love yuhh moee ! ! !,0
hahaha i think i would ! i always do thee same shizz all thee tyme so yes i would hbu . ! ;d,0
not a guy ! haha maybe a cheerleader haha jkjk !,0
werewolf -aka- jacob's pride lol ! his good part ! lol,0
zombie 4sho !,0
famous(: bhut im me 4 rite now !,0
both . lol ! jk,0
sleep late ! ! duh !,0
jet ! ! (: hate boats ! worst experience ever was on a boat ! never again !,0
pool,0
none ! haha,0
ohh man i bet its tha shit ! ! ohhkayy ! (: be safe have fun ! ! <33,0
yehh hahaha...idk.its weird..boys are boys so im me ! ! ! alone hahah,0
hahaha(: ight,0
umm...im truly sorry ! bhut i didnt mean it in anyway like you obviously got offended by ! and i said it wasnt funny ! so before you get all angry nd shit ill delete that tweet ! kthanks btw rip ur daddy and brother,0
thank yuh soo muchh ! ! ! ;d im likin yurs 2 mwah !,0
um... what . you didnt know jose was my first kiss .,0
no freaking way what .,0
exactly ! ! ! ! ! (:,0
ahh.. probably cookies ! d:,0
haha im not a liar(:,0
cereal !,0
ewwiee ! nothing haha(:,0
hahaha of c,0
um probably playing softball for 10 years(:,0
a neckalce given to me by my love(: <3333,0
starbuckks ! ! ! ! (:,0
hmm. think the part where te guy at support sings tht part makes me teaare youp=/ la ve boheme is a good one two,0
umm bunch of people just joined and i got bored so i wanted too !,0
umm.. haha i dont know why you want to kn,0
hahaha ! ! ! im the farthest from,0
i'm not wearing,0
yess (:,0
who iss this .,0
ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
ahahah ii lovee yuu more(:,0
ii lovee yu moree:p,0
(: ahaha hii ceara..,0
noo itss not,0
aww thankss yuu aree to,0
ahaha,0
piratees .,0
watt yuu meann... .,0
ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0
uhm .,0
lemenade(:,0
um.....ah hot senior(:,0
wel forr righhtt noww no onee iss_):,0
uhm (:,0
ahahah funny,0
ahaha thanks,0
umm okayy thankss_(:,0
sure you do liar,0
: ),0
haha no,0
d:,0
okay.,0
are you famous or something . i haven't heard of you.. [x,0
nope,0
no,0
yea >_<,0
yea,0
okay .,0
duh of course cyrus isn't my real last name it's my fake last name.,0
no no ! ! ! ! ! ! ! ! ! ! !,0
who are you .,0
ashlee 13 florida 7th,0
umm idk,0
nothing really,0
pepe .,0
ok,0
no are you,0
chicken <3333,0
me .,0
stalker .,0
do i know you .,0
no,0
yea,0
yea all the time,0
yea my sister,0
yea,0
yea :),0
kinda,0
yea i don't like it when it's dirty,0
yea :),0
ew i hate twilight,0
lol no,0
hell no,0
yea -__-,0
no,0
yea that is so annoying,0
i hate that so much,0
dude go home roger,0
no im not,0
no,0
never,0
okay i know im ew,0
volleyball,0
hm i don't have one,0
purple : ),0
hmm probably alejandro by lady gaga,0
i already answered that,0
alejandro by lady gaga,0
ew no,0
nope,0
no,0
they can be annoying,0
no but i wanna go their,0
not really,0
have you ever went to someones page ; seen them asking theirselves questions but when you ask them about it they deny it . i've seen it -_-,0
hey .,0
yay nom nom,0
idk,0
hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
if i were you i wouldn't be talking beth (:,0
hey,0
hey (;,0
sure,0
great you .,0
great yours .,0
1,0
none,0
what type of question is that sicko,0
like twice a month,0
does it matter,0
stalkerr,0
learn how to spell (:,0
on what . thanks (:,0
sometimes,0
i dislike that,0
dude like i said your so lucky ! no,0
thanks,0
serious . they are a good band :d,0
lmfao i thought something else,0
idk........,0
same here :,0
no,0
they are stupid,0
i know,0
lololol,0
so i say goodbye to a town that has ears and eyes i can heaare you whispering as i walk by familiar faces smiling back at me and i knew this would make them change the only thing that's going to bother me is that you'll all call yourselves my friends why can't you look me in the eyes one last time . (you should have killed me when you had the chance) you should have killed me when you had the chance you should have killed me when you had the chance,0
so .,0
yum yum,0
lucky pringle pop,0
:p,0
haha thanks (:,0
what,0
df no,0
sure will,0
thanks : ),0
crude .,0
going to my grandma's,0
brown,0
a peanut butter and jelly sandwhich,0
about sheep,0
when people ask you questions,0
laugh out loud,0
back to you,0
myspace,0
they made me shit ;0,0
like 3 months,0
don't have one,0
brush my teeth,0
i have never dyed my hair,0
i don't have one anymore i deleted it,0
a dino,0
september 7th,0
yea,0
florida and yea,0
who are you .,0
my mum,0
lmfao,0
i am ashlee duh,0
i don't fake myself,0
those are fakes,0
mcdonald's,0
no,0
ew no,0
parents xd,0
woah,0
dsfdsfdsgfdfgsd,0
serious . your so lucky,0
okay :o,0
i'm not fake : ),0
nah,0
yea,0
yea lol all the time,0
my bad,0
k,0
:o,0
okay,0
yess it was pretty cute ;),0
:)),0
goood cause i want you too ;))) <3,0
aw maybe you should tell me who you are so we can get to know each other kid ;) <3,0
o i guess you are too quick for me ;),0
i knoww :),0
what's cute .,0
:))),0
i forgot what we were talking about :p i love you twinsie<3,0
because she is an amazing person and i hope that she would agree with me when i say we're close friends...,0
kinda...but idk if she's still feelin it...,0
yes we are.,0
as friends...but nothing more than that she doesn't like me like that,0
nah bro not yet...hopefully soon though :),0
i'm not trying to be the challenge. ithought you were but seeing as you are not then there's no point in arguing. and yes i would fight for lindsey anytime anywhere.,0
nah buddy...so who are you .,0
who do you think it is .,0
i swear ! i could never lie to my fiancee ! ;),0
that's sarcasm...its why i put a winky face ;),0
thanks :) who is this . :d,0
maybe...why .,0
idk...i personally think makeup is unnecessary because it merely hides natural beauty,0
yeah i wanna be with someone...,0
yess :),0
does it look like i give a flying fuck . ;],0
im sure she can,0
ahaha shut upp,0
no frances laura senecal is gorgeous. she's absolutely one of the most beautiful girls i've ever seen.,0
well i thought that you were at first but i've realized that you are intentions are good and i wanna get your number ;))),0
hehe :},0
kinda...,0
haha yepp,0
i appreciate the help ;))),0
im not a loser xd and damn people are nasty they should learn how to speak properly to a beautiful young lady such as yourself <3,0
iloveyoumorebabygirl<3 (;,0
give me a hint :),0
why do i cause so much drama . :(,0
if you don't mind me asking how would you kill me .,0
haha yee im awesome(:,0
no problem,0
dude it's so hilarious i cant stop laughing ! ! ! !,0
aha love you too<3,0
thanksss :),0
hehehe about the bra thing .,0
sounds like a challenge. how about you fight me .,0
i think i had it under control love(;,0
that's good foare you you can stop talking to me.,0
no...,0
you definitely have a chance baby and i'm really into you too :))) hopefully when i see you there will be some kissing going on<3 and i'm not perfect you are<33,0
why thank you<3 i'd like to be your stud ;d,0
haha read my previous message :),0
they've been good :),0
do you play any sports .,0
well then why did you bring it up .,0
hahaha dude you are a badass,0
it's totally fine don't worry about it :)),0
: .,0
hahaha ohhh hi :)),0
oh wow ! how do i know you . :),0
shira . :),0
um she's really not...get your shit straight before you start frontin'.,0
do you go to poly .,0
possibly,0
i dont want people to harass you though :(,0
alrightt,0
aha sorry im not talking to sabreena we're just good friends dumbass.,0
you silly girl :d,0
bahaha idk :) whats goin on .,0
well i do now :p,0
haha,0
...no.,0
haha im not sure its just natural ;),0
hahaha what . :)),0
how am i a player at all . maybe if you knew me then you would know that im the one who gets played..,0
ohhh i get it now.,0
no. im not. but thanks for throwing that out there ;),0
ahh,0
wow you really are persistent,0
not good i don't like being teased ;),0
sikeee ! that nigga's a lil headbanger :),0
i knowww foolll they're jealous cause i pull bitches and no one wants their tiny dicks xd bahahaha,0
yeah. why .,0
tell me about yourself :),0
give me your number<3 ;),0
no.,0
frances :),0
nm...just chillin,0
nothin much:),0
uh i'm not totally sure right now i'm sort of torn between two people.,0
its more like 5 mins :) and i was delayed by a train ;),0
i know but i knew you would'nt be able to resist the urge to finish it :)),0
yeah :),0
i know right . ;)),0
:),0
haha well you are the only ninja i know ;),0
no.,0
what .,0
haha ok it'll be our secret,0
frances don't be so angry this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with you....don't worry about them just ignore it<3,0
haha weed is a drug dumbfuck...and you must be jealous of my life since you know so much about it,0
i've actually anticipated that and i'm already aware that a lot of people hate me...,0
i gotcha :d,0
thank you :),0
yess its very unfortunate :),0
maybe you should text me now ! ! ! ! :),0
people keep talking about me on your page :/,0
then do it(;,0
what . who is this .,0
what do you mean .,0
umm its not really your business maybe if i knew who you were i could tell you...,0
you are :),0
i don't know.,0
oh thats bad news :/ and nice gay typing dude,0
you're most certainly welcome :) would it be alright if i were to send you a text message . ;d,0
what happened .,0
hi my name is nico. its a pleasure to meet you :),0
dude thank you so much that's what i've always wanted ! ! ! haha,0
who are you . :-),0
and why are you trying to give me advice. .,0
i would if i could but i cant :(,0
hahaha well then i can't fight you cani . and if you don't mind me asking why do you dislike her .,0
aww thanks <3 i wonder who this could be . ;))),0
did we have any classes together this year .,0
thanks for the memo if you would reveal your identity we could continue this conversation in depth :),0
hello to you to :),0
kkk i think ive got this message like 18 times already haha,0
bien. which is good in spanish. hahaha musta .,0
thanks. it was in panama with 7 other chicks. funn times.,0
oh uh . no to be honest.,0
yup probably,0
.,0
im a very happy person but i could definantly be happier with some different aspects i my life.,0
smile. ethnicity. eyes. in that order the most. and my least favorite feature would be my height but only because forever i wanted to be a model and in america you have to be like 7' anorexic giraffe. hahhaa,0
smile. eyes. complection,0
hm..she knows a lot. she doesnt know....uh that ive smoked pot before. that i want to change the world more than what i just say out loud. how much i hate money.,0
anything thai and spicy.r mexican.r veggies :]r grapes strawberries fruit. har and rice. are i love food btw.,0
yes. i have before :) i gave a dude a jump on my way to school hahaha,0
bad ! the world without bees would mean we would die out in about 5 yrs..thats really bad ! :(r save the bees !,0
fly most definantly.,0
like 6 or so but i like a couple enough to wear all the time. ;],0
hahaha,0
i guess the other people in it .,0
remembering. but i have some crazzy dreams haha,0
theodore. he always gets yelled at :),0
yepp,0
what was the question .,0
ehh idk .,0
random yes. lol,0
not grandparents..,0
i need a job hahaha,0
nope. i don't want to be a doctor. only a nurse. traveling nurse actually :],0
show your face,0
idk but thats a good question. i always wonder the same thing. and why the parents allow them to be in it in the first place .,0
yes they are.,0
not legally.,0
buncha dream questions...hahaha are r its a mix of both real and nonrealistic..mostly weird once again.,0
not really. im just trying to get through them,0
yes :),0
not currently,0
nahh,0
are you anonymous .,0
dog definantly,0
nope. half korean,0
yes sure am :),0
very generous.,0
i believe so :),0
most of the time,0
leader <3,0
not in a hey lets get drunk and puke our guts out not remember anything tomorrow and have a headache kind of girl. are just a laugh at everything for no reason do the random robot in public social in every aspect kind of party girl :],0
private.,0
of course. we the people are the government :]r all people should vote.,0
yes more than no. and because i roll with the punches. but like to think ahead at the same time haha,0
not at all,0
yes again,0
not at all. i like my space that's for sure. and i hate clingy touchy blah ha,0
no lol i dont really get any,0
definantly not. im a thrill seeker.,0
nahh they're kinda neat to watch.,0
yes.,0
not currently.,0
yes :),0
no worse. i woke up with a stuffy nose :[,0
not at the time,0
shore am :] timothy carson.,0
nahh,0
nopee,0
yes actually. my yearly female doc's visit. this tuesday.. haha,0
nahh,0
not at all,0
nope. drinkin water.,0
not too much. used to be when i was little,0
you know it :],0
yes i think so ;),0
not currently,0
happiness is too complicated to say yes or no. i like to think so.,0
not currently. and im in nursing school. on a waiting list to be exact :0,0
yes,0
yes. paramore :],0
i can be both at times. i usually talk to no end. but theres always a time and a place to be social or to jjust be quite.,0
proton definantly. positive polly yes i am :],0
yes. karma :],0
i like them. how'd you know .,0
yes as a matter of fact. why does that make me a one of those people .,0
y e s,0
when it matters,0
yes. when its nescessary,0
more likely to wait it out.,0
random. because live would be boring if i weren't :) and no i wouldnt because i like how i am . every part of me :),0
yes. im with them now,0
are you shy around the opposite sex .,0
